,id,username,gender,primary_color,age_group,energy_level,attention_need,personality,is_first_cat,has_other_cats,good_with_other_dogs,good_with_kids,employment,home_ownership,has_allergies,agree_to_fee,created_at,updated_at,age_no_preference,age_kitten,age_adult,age_juvenile,age_senior,primary_color_no_preference,primary_color_ginger,primary_color_black,primary_color_white,primary_color_calico_tortie,primary_color_others,primary_color_tabby
75,5ace9753-86fb-44c5-9aa7-c0dbcce721f2,Abcdefgh,no preference,['no preference'],"['kitten', 'juvenile']",chill,an attention seeker,all sweet,True,False,False,True,working full time,staying with parents,False,True,2023-05-19 12:33:43.094000+00:00,2023-05-19 12:33:43.094000+00:00,False,True,False,True,False,True,False,False,False,False,False,False
76,3aa7e1c4-3f05-4734-a2f7-d67fdb58dfad,Johny Johny ,no preference,"['calico/tortie', 'ginger', 'tabby']",['no preference'],no preference,no preference,anything is nice,True,False,False,False,student,staying with parents,False,True,2023-05-20 11:11:24.625000+00:00,2023-05-20 11:11:24.625000+00:00,True,False,False,False,False,False,True,False,False,True,False,True
77,88242095-daad-491e-8f10-8fc81ac8b097,philyra91,no preference,['no preference'],['kitten'],no preference,no preference,anything is nice,True,False,False,False,working full time,staying with parents,True,False,2023-05-19 10:12:51.759000+00:00,2023-05-19 10:12:51.759000+00:00,False,True,False,False,False,True,False,False,False,False,False,False
78,c5ab4a57-839d-40c9-ad03-70072da2d078,jonong22,no preference,"['ginger', 'tabby', 'white']","['juvenile', 'adult']",chill,no preference,all sweet,True,False,False,False,working full time,self-owned,False,True,2023-05-22 15:33:12.466000+00:00,2023-05-22 15:33:12.466000+00:00,False,False,True,True,False,False,True,False,True,False,False,True
79,c46bfd6c-6049-46ce-9b34-4a28336b3050,shawn hoe,no preference,['no preference'],['juvenile'],high energy,an attention seeker,anything is nice,False,True,False,False,working full time,self-owned,False,True,2023-05-18 06:46:08.287000+00:00,2023-05-18 06:46:08.287000+00:00,False,False,False,True,False,True,False,False,False,False,False,False
80,626b1d16-9ea1-4b76-8078-176f89dab696,Shraddha,no preference,['no preference'],"['kitten', 'juvenile', 'adult']",chill,independent,anything is nice,True,False,False,False,student,rented with landlord consent,True,False,2023-05-18 23:42:12.864000+00:00,2023-05-18 23:42:12.864000+00:00,False,True,True,True,False,True,False,False,False,False,False,False
81,883f5d97-7395-4801-aa63-f3f5536d0cca,vincentlim,female,"['ginger', 'tabby']",['kitten'],chill,an attention seeker,all sweet,True,False,True,True,student,self-owned,True,True,2023-05-18 16:15:42.519000+00:00,2023-05-18 16:15:42.519000+00:00,False,True,False,False,False,False,True,False,False,False,False,True
82,d1c20b62-a3f7-42eb-b187-0660eab7a584,Smustudentx,no preference,['no preference'],['no preference'],chill,independent,anything is nice,True,False,True,True,student,staying with parents,False,True,2023-05-18 23:37:35.334000+00:00,2023-05-18 23:37:35.334000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
83,cd7b4c80-e89d-4486-8b03-424a20973934,ahloytan,no preference,['no preference'],['kitten'],no preference,no preference,anything is nice,True,False,False,False,student,staying with parents,False,False,2023-06-09 09:45:56.738000+00:00,2023-06-09 09:45:56.738000+00:00,False,True,False,False,False,True,False,False,False,False,False,False
84,01abb157-9112-47c6-9ff6-fb603505e341,siddharth,female,['white'],['kitten'],chill,no preference,all sweet,True,False,False,False,working part time,rented with landlord consent,False,False,2023-06-01 12:34:24.475000+00:00,2023-06-01 12:34:24.475000+00:00,False,True,False,False,False,False,False,False,True,False,False,False
85,ba16da3e-5e54-44a9-b637-269fb250d5f5,astroneel,no preference,['no preference'],['no preference'],chill,independent,some spice,True,False,False,True,working full time,staying with parents,False,True,2023-06-01 12:28:05.796000+00:00,2023-06-01 12:28:05.796000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
86,6f0d0fc3-0e27-4062-b592-19a464294de8,Fish1234,no preference,['no preference'],['no preference'],chill,independent,anything is nice,False,True,False,False,working full time,self-owned,False,True,2023-05-19 07:02:28.454000+00:00,2023-05-19 07:02:28.454000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
87,6eadbeae-c3c2-47c0-bb33-42087593f242,Sumitasn,male,['no preference'],['juvenile'],chill,independent,all sweet,False,True,False,False,working full time,staying with parents,False,False,2023-05-18 06:41:46.882000+00:00,2023-05-18 06:41:46.882000+00:00,False,False,False,True,False,True,False,False,False,False,False,False
88,2a661bd5-2ea8-4ee0-8cca-932db0bf8387,jyjyjyjy,no preference,['no preference'],['no preference'],chill,independent,some spice,True,False,False,False,student,staying with parents,False,True,2023-05-17 03:44:28.628000+00:00,2023-05-17 03:44:28.628000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
89,acb4b21f-4dd3-48a6-9917-e051e8d1dd07,Shubhamshi,no preference,['white'],['juvenile'],no preference,no preference,anything is nice,True,False,False,False,student,rented with landlord consent,False,True,2023-05-18 17:09:01.603000+00:00,2023-05-18 17:09:01.603000+00:00,False,False,False,True,False,False,False,False,True,False,False,False
90,0a733639-405d-4c72-9c43-4f85897f406d,Novatosh,no preference,['no preference'],['kitten'],chill,no preference,anything is nice,False,True,False,True,working full time,self-owned,False,False,2023-05-19 01:29:33.064000+00:00,2023-05-19 01:29:33.064000+00:00,False,True,False,False,False,True,False,False,False,False,False,False
91,2f3795d7-9503-4d6a-8b49-b14b786009ad,sylviamitb,no preference,['no preference'],['no preference'],chill,independent,anything is nice,True,False,False,False,student,self-owned,False,True,2023-06-05 17:42:30.972000+00:00,2023-06-05 17:42:30.972000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
92,0da9881f-3cb7-4631-9017-eadf9077359d,AdrianTan,no preference,"['ginger', 'tabby']",['kitten'],high energy,independent,anything is nice,True,False,True,True,working full time,staying with parents,False,True,2023-05-18 01:51:18.435000+00:00,2023-05-18 01:51:18.435000+00:00,False,True,False,False,False,False,True,False,False,False,False,True
93,dea8ada2-c94b-4b8c-b2de-8d94586f7ffc,lennis91,no preference,['no preference'],['no preference'],no preference,no preference,anything is nice,True,False,False,False,student,self-owned,False,False,2023-05-19 00:01:26.252000+00:00,2023-05-19 00:01:26.252000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
94,21a5b5bb-7d67-4e17-b4ad-bd35c372c2c5,Ji3mihuang,no preference,['white'],"['juvenile', 'kitten']",chill,independent,all sweet,True,False,False,True,working full time,self-owned,False,True,2023-05-19 06:59:29.402000+00:00,2023-05-19 06:59:29.402000+00:00,False,True,False,True,False,False,False,False,True,False,False,False
95,1ef1a3c2-e71d-4df6-b89c-874697ca64d9,Chai chai,no preference,['no preference'],['no preference'],no preference,no preference,anything is nice,True,False,False,False,working full time,self-owned,False,True,2023-05-17 09:07:12.333000+00:00,2023-05-17 09:07:12.333000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
96,11190537-b04d-4e21-886f-f1bad4635050,isbleeee,female,['no preference'],['no preference'],no preference,an attention seeker,anything is nice,False,True,False,False,student,self-owned,False,True,2023-05-24 10:39:47.500000+00:00,2023-05-24 10:39:47.500000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
97,e134cc5c-2d0d-493c-a4f4-c652de9f36fe,meimeimayo,no preference,['no preference'],"['juvenile', 'adult']",no preference,no preference,all sweet,False,True,False,False,not working,rented with landlord consent,False,True,2023-05-17 08:39:08.505000+00:00,2023-05-17 08:39:08.505000+00:00,False,False,True,True,False,True,False,False,False,False,False,False
98,3ac562a5-d39c-43d9-97a7-4e89adedb668,dariusbtzc,no preference,['no preference'],['no preference'],chill,independent,all sweet,True,False,False,False,student,staying with parents,False,True,2023-06-01 12:37:47.259000+00:00,2023-06-01 12:37:47.259000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
99,a080b4cc-1a0e-4f85-8e30-63a8428a0ee2,Anushk222,no preference,['no preference'],['no preference'],no preference,no preference,anything is nice,False,False,True,False,student,self-owned,False,True,2023-06-01 12:28:14.385000+00:00,2023-06-01 12:28:14.385000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
100,e6f3543c-84ac-4c46-aacd-b21432a7ac2c,lalalala,female,['ginger'],['kitten'],no preference,no preference,some spice,True,False,False,False,working full time,staying with parents,False,False,2023-06-02 05:49:38.388000+00:00,2023-06-02 05:49:38.388000+00:00,False,True,False,False,False,False,True,False,False,False,False,False
101,3ed252d1-9086-4c3a-a2b9-919ac8bc2a4a,rach8char,no preference,['black'],['kitten'],chill,independent,anything is nice,False,True,False,False,not working,rented with landlord consent,False,False,2023-05-18 06:52:08.218000+00:00,2023-05-18 06:52:08.218000+00:00,False,True,False,False,False,False,False,True,False,False,False,False
102,91b2168d-df2d-4563-b80f-283c9bf4f328,sczsfcc525,no preference,['no preference'],['no preference'],no preference,no preference,anything is nice,True,False,False,False,working full time,self-owned,False,False,2023-06-01 12:33:52.153000+00:00,2023-06-01 12:33:52.153000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
103,bd40947f-6011-4f64-8aee-132ff91db423,jiayijiayi ,no preference,['no preference'],"['kitten', 'juvenile']",no preference,no preference,anything is nice,True,False,True,False,working full time,self-owned,True,True,2023-06-01 12:40:56.043000+00:00,2023-06-01 12:40:56.043000+00:00,False,True,False,True,False,True,False,False,False,False,False,False
104,d924015c-bcfa-404a-b894-b0e7ba591784,RTRT2023,no preference,['tabby'],"['juvenile', 'kitten']",chill,independent,anything is nice,False,False,False,False,working full time,self-owned,True,False,2023-05-18 18:52:46.538000+00:00,2023-05-18 18:52:46.538000+00:00,False,True,False,True,False,False,False,False,False,False,False,True
105,081f358f-9624-468a-b6ef-f9b9fad2b3b3,Annelim1,no preference,['no preference'],"['kitten', 'juvenile']",chill,no preference,all sweet,True,False,True,True,student,self-owned,False,True,2023-05-17 08:42:11.708000+00:00,2023-05-17 08:42:11.708000+00:00,False,True,False,True,False,True,False,False,False,False,False,False
106,0cf2ab4c-91a8-46d5-821c-576de66585c5,eugeneygx,no preference,['no preference'],['no preference'],no preference,no preference,anything is nice,False,True,False,False,working full time,rented with landlord consent,False,True,2023-05-17 08:38:49.514000+00:00,2023-05-17 08:38:49.514000+00:00,True,False,False,False,False,True,False,False,False,False,False,False
